wav	words	duration
sarawak-04-28.wav	tujoh pagi baruk nya start rasa sakit perutnya lepas ya tek pukul tujoh ya tek tunggu lah yalah adik mek lalu kamboh juak di sia	9.43
sarawak-04-29.wav	apa namanya ompuan ka laki	2.71
sarawak-04-30.wav	 baby pompuan"	1.47
sarawak-04-31.wav	yarabbi	0.93
sarawak-04-32.wav	pukul sepuloh pagi nya lahir	1.61
sarawak-04-33.wav	o tedah nakya pa nama adik kitak nombor duak kitak dah jadi uncle lah tek	5.65
sarawak-04-34.wav	aok nang lah	1.79
sarawak-04-35.wav	mesti mak kitak gembira nak	1.99
sarawak-04-36.wav	aok nya cucuk nya	1.3
sarawak-04-37.wav	o tedah	0.35
sarawak-04-38.wav	dah orang dapat cucuk ney ndak gembira	1.44
sarawak-04-39.wav	cucuk pertama nunggu kitak lambat gilak malas nak berbini	5.09
sarawak-04-40.wav	eh orang gik enjoy	1.53
sarawak-04-41.wav	yalah tek apa namanya macam apa nama nya ya tek miera eh munirah	5.64
sarawak-04-42.wav	munirah adik ipar kamek	1.54
sarawak-04-43.wav	aok nya macam senang jak beranak owh macam kamek dolok susah lalu nak beranak anak pertama nak kitak tauk sik kamek pegi kat klinik ya tiba-tiba nya madah aek ketuban kamek sangat sikit dan takut nya lemas nya bukak jalan ya allah bukak jalan ya macam nya mengoyakkan aek apa ketuban ya nak	19.31
sarawak-04-44.wav	aok	0.69
sarawak-04-45.wav	nya pun salur ya nya bukak kan sikit nya guna apa tauk knife nya guna pisau	5.06
sarawak-04-46.wav	nya guna pisok	0.62
sarawak-04-47.wav	aok pisok macam kedak orang gila kamek rasa kamek macam kedak orang disayat hidup-hidup disayat disayat hidup-hidup faham tak	6.44
sarawak-04-48.wav	aok	0.71
sarawak-04-49.wav	pas ya tek nak pasya kamek tek “ahh ” kamek madah camya nak pasya balit ya kamek bergegar-gegar berdarah-darah jak	7.02
sarawak-04-50.wav	aok	0.37
sarawak-04-51.wav	kamek disurohnya balit	0.71
sarawak-04-52.wav	disuroh balit lepas ya	1.46
sarawak-04-53.wav	balit pasya ambik baju pasya datang gik ke hospital	1.98
sarawak-04-54.wav	pelik juak sik di sik di admit terus	3.11
sarawak-04-55.wav	sik sebab mek sikda ambik baju	1.83
sarawak-04-56.wav	mek nangga adik ipar kamek syukur alhamdulillah senang ajak nya mek nanyak ngan nya gney rasa tek beranak tek nya madah waktu contraction jak sakit katanya lepas ya sekda pa pa gik tanyak mek nganny ”kitak makey epidural kah ” sikda nya makey aih bagus juak tek	16.15
sarawak-04-57.wav	kamek dolok bodoh sekali mintak epidural indah apa tek konok pandey gilak blaja epidural ya pakey nahan sakit tek nak aok “ada tok ah tanggong risiko dirik pun ah” kata doktor tek nak “aok tanggonglah ” kata kamek tek nak tanggong-tanggong sekali nangga aku yarabi kamek gik ilek jak	15.15
sarawak-04-58.wav	sikda rasa	0.69
sarawak-04-59.wav	epidural ya sangat menenangkan jiwa kamek pasya tiba-tiba student datang empat orang dari nak kah di hukm nak so student ya madah “kitak beranak kitak di siney ” “owh kamek lecturer dekat unimas ” lalu berkelaka hal ya ndah bodo sik	12.69
sarawak-04-60.wav	aok	0.64
sarawak-04-61.wav	macam sikda perasaan kamek nak beranak padahal kamek pun aek ketuban ya dah sikda	2.98
sarawak-04-62.wav	sebenarnya tengah sakit	1.76
sarawak-04-63.wav	sik nya sik sakit padahal contraction nya sangat kuat tapi kamek sik push pun	4.86
sarawak-04-64.wav	sebab kitak sikda rasa apa-apa ney dapat nak push	2.34
sarawak-04-65.wav	tapi akhirnya arifah jadi kedak biru lah tek mukanya	5.34
sarawak-04-66.wav	aok nak lemas	1.44
sarawak-04-67.wav	aok masok icu lah dalam masa tujoh hari	3.35
sarawak-04-68.wav	aok	0.12
sarawak-04-69.wav	yalah kamek macam rasa beranak tok satu benda yang rasa	6.33
sarawak-04-70.wav	susah nak	0.16
sarawak-04-71.wav	menjadi tekanan kepada hidup kamek	1.86
sarawak-04-72.wav	aok	0.18
sarawak-04-73.wav	rasa kedak ya lah apa nama	2.19
sarawak-04-74.wav	ney apabila kita nenga orang lain beranak tang senang jak nak owh	3.2
sarawak-04-75.wav	yalah macam kamek beranak nombor duak agik terok scissor lagik ya	4.01
sarawak-04-76.wav	aok	0.56
sarawak-04-77.wav	ya lagik songsang mala jak pegi ke bidan mala musin-musin perut	4.65
sarawak-04-78.wav	sik juak dapat	0.75
sarawak-04-79.wav	sik juak dapat dipusin-pusin nya tapak tapak atas  apa nama ya  atas perut kita eh tapak ya dipusin bukannya pusin perut nya	8.93
sarawak-04-80.wav	aok	0.14
sarawak-04-81.wav	nya musin tapak konok-konok nya tek baby ya ngekot tapak	3.24
sarawak-04-82.wav	aok	0.27
sarawak-04-83.wav	ada coba kitak madah ngan kamek coba kitak menjelaskan ngan kamek	3.2
sarawak-04-84.wav	ney kamek tauk kamek bukan orang bidan	2.71
sarawak-04-85.wav	kah macam bayang-bayang kan orang madah baby kita dapat nangga bayang-bayang	4.72
sarawak-04-86.wav	sik tauk eh sik tauk kamek hal benda-benda camya	2.06
sarawak-04-87.wav	macam magic jak nak owh	1.04
sarawak-04-88.wav	hmm tapi yalah orang tua dolok-dolok selalu madah nang ada juak gya	3.86
sarawak-04-89.wav	yalah pa namanya tek sik tauk lah kamek bila kamek nak beranak gik	6.23
sarawak-04-90.wav	tapi yalah tek ha baby ya tek kenak kunin	3.11
sarawak-04-91.wav	ya allah anta lah kat hospital	2.72
sarawak-04-92.wav	aok lah tengah admit hospital gik masih di hospital lah nya di hospital ajak sampey kunin nya turun sian juak nangga nya	6.79
sarawak-04-93.wav	kenak kitak x berik nya aek anggur hijau	2.68
sarawak-04-94.wav	aok	0.29
sarawak-04-95.wav	berik kitak engkah cap-cap ke mulutnya mena aek anggur hija surohlah bapak kitak beli	4.81
sarawak-04-96.wav	ada orang madah	0.77
sarawak-04-97.wav	aek susu kambing yang fresh belilah	3.76
sarawak-04-98.wav	ya juak lah orang madah tapi paling bagus susu ibu sebenarnya nak	2.49
sarawak-04-99.wav	sepatutnya tapi susu ibu mun dapat jangan makan apa-apa jamu dolok lah	4.39
sarawak-04-100.wav	yalah	0.68
sarawak-04-101.wav	minum aek periok boleh kitak maok aek periok ka kamek ada aek periok di rumah	3.23
sarawak-04-102.wav	ya mek sik tauk kamek rasa dah ada semua benda dirumah	1.36
sarawak-04-103.wav	kenak mak kitak dah beli belom	1.75
sarawak-04-104.wav	kamek rasa dah ada semua dah sebab mek ada nangga cuma mak kamek sik suroh nya minum dolok	4.74
sarawak-04-105.wav	jangan dolok aok aok	0.35
sarawak-04-106.wav	takut kenak baby bah	1.06
sarawak-04-107.wav	kunin bah sebab nya jamu bah nya sik tauk lah apa kaitan jamu dengan jaundis	5.88
sarawak-04-108.wav	mestilah kali nya mbak effect bah keluar dalam susu nya diminum gik baby kelak lain gik jadinya	6.72
sarawak-04-109.wav	tapi ya allah rasa kepak lah nyawanya kelak	3.3
sarawak-04-110.wav	hmm	0.26
sarawak-04-111.wav	kitak akan nangga nya sentiasa ber dengan tola ngan aek susu melimpah-limpah	5.65
sarawak-04-112.wav	sik banyak glak susunya	0.89
sarawak-04-113.wav	sik nya nang macam ya kamek dolok eh first day kamek nakya nang sikda aek langsung tapi kitak kenak tune otak kitak mikey kitak ada baby bah	10.29
sarawak-04-114.wav	aok	0.46
sarawak-04-115.wav	pasya bila kitak nenga baby ya nangis automatically kitak pun otak akan synchronise dengan semua ya and akan keluarkan susu ibu lah	8.15
sarawak-04-116.wav	aok	1.31
sarawak-04-117.wav	ya yang penting nya mesti ada bonding nya bah	3.56
sarawak-04-118.wav	ya lah kamek mesan dengan adik ipar kamek	1.25
sarawak-04-119.wav	nya mesti embak baby ya	1.69
sarawak-04-120.wav	kitak mesti sentiasa dekat dengan baby ya sentiasa ngembak nya	3.3
sarawak-04-121.wav	camney lah dengan baby ya kinek tok minum aek apa	1.89
sarawak-04-122.wav	maok lah juak susu ada juak tapi ada juak di pam	2.9
sarawak-04-123.wav	mesti mok di pump mesti mok di pump	1.22
sarawak-04-124.wav	yalah di pump juak lah	0.88
sarawak-04-125.wav	daripada kitak nge pump nya secara paksa bagus kitak nyuroh baby ya stimulate macam sucking bah	6.59
sarawak-04-126.wav	ya lah tek berik rangsangan ngannya	2.17
sarawak-04-127.wav	rangsangan bah	0.68
sarawak-04-128.wav	camya lah ya lah kamek sik sabar nunggu baby ya balit rumah gik	3.86
sarawak-04-129.wav	ada nya ritok kali nak	1.72
sarawak-04-130.wav	belom gik kali	1.17
sarawak-04-131.wav	kelak lah	0.48
sarawak-04-132.wav	doktor tek madah esok kali baruk nya dapat balit	3.28
sarawak-04-133.wav	tauk jak lah kitak ya siney hospital	3.57
sarawak-04-134.wav	swasta	0.61
sarawak-04-135.wav	sak jak swasta	1.37
sarawak-04-136.wav	dapat nya ambik duit ekstra	0.79
sarawak-04-137.wav	sehari berapa tapi heran kamek koh sesco banyak nya duit sesco owh tang ada-ada nak bayar beranak okay	8.18
sarawak-04-138.wav	nang semua staf nya	0.72
sarawak-04-139.wav	mun sepuloh orang beranak camney	1.34
sarawak-04-140.wav	nang semua staf nya di normah camney lah nak molah lagik	2.35
sarawak-04-141.wav	kali ada memorandum of understanding kali ku rasa	3.49
sarawak-04-142.wav	kak zu	0.6
sarawak-04-143.wav	aok ambik panadol pun pegi ambik normah	2.04
sarawak-04-144.wav	semua normah laki nya kerja sesco	3.05
sarawak-04-145.wav	best owh	1.55
sarawak-04-146.wav	nang best sidak ya semua pakey normah dekat bah tapi lagik sigek bagusnya normah ya dekat ngan rumah kamek orang	6.74
sarawak-04-147.wav	yalah	0.37
sarawak-04-148.wav	apa-apahal nak baby terus mbak ke sia bah sik sampey limak minit senang kamek orang nak ngabas pun senang juak sebab nya dekat dengan rumah	7.32
sarawak-04-149.wav	nya bersi juak	0.81
sarawak-04-150.wav	bagus bah sikda macam orang nak menghalang kita nak melawat kah pa pa kah namalah swasta nak	7.59
sarawak-04-151.wav	tapi  apa ya tek  rasa macam rindu juak kamek nak cium bau baby koh ingin juak kamek nak beranak tapi macam ah tidak susah beranak sakit kamek sik maok tapi kamek maok ada baby lah	10.43
sarawak-04-152.wav	sik boh lah mikey sakit dolok	1.52
sarawak-04-153.wav	lepas ya masalahnya lagik satu bila kitak ada baby siapa nak jaga anak kitak mun nya dah besar kitak perlu hantar nya ke taska pasya nursery gik masalah lain gik adoh adoh zul	10.82
sarawak-04-154.wav	ya semua ibu bapa akan ada mikey benda ya bah	2.51
sarawak-04-155.wav	kamek ada duak orang anak ya kamek lelah nak jaga macam expenses yang sangat tinggi untuk anak sorang jak anak dah brapa dah	9.28
sarawak-04-156.wav	 baby ya jak pun mek nangga dah macam-macam dah perlu dibeli dah"	4.04
sarawak-04-157.wav	apahal kitak nanyak kamek pasal gripe water ya	2.14
sarawak-04-158.wav	aih nak ya mak kamek eh adik kamek reya nya mesej kamek nanyak suroh beli benda ya	6.99
sarawak-04-159.wav	pakey apa	0.76
sarawak-04-160.wav	pakey cuci mulut baby tapi bukan gripe water sebenarnya nak	2.89
sarawak-04-161.wav	oh bukan bukan nak ya	1.73
sarawak-04-162.wav	nya ada aek sigek ya ada kamek beli senapang tiga kah apa namanya	3.24
sarawak-04-163.wav	gliserin	0.55
sarawak-04-164.wav	 gliserin water"	1.21
sarawak-04-165.wav	aok nya macam kitak lap-lap mulutnya jak mun nya ada susu lah mun sikda susu ya jangan	6.95
sarawak-04-166.wav	tauk sik kitak ada jenis nak baru pun kinek tok	2.69
sarawak-04-167.wav	nya pakey spray	0.46
sarawak-04-168.wav	nya bukan aek camya nya kitak pasang dekat jari nya macam instant gliserin ya tek pasang kat jari dan bila kitak pasang kat jari kitak terus sapu dalam mulut baby	12.03
sarawak-04-169.wav	pasang maksudnya dari bottle	1.61
sarawak-04-170.wav	sik nya daripada pek nang dah instant untuk dimasok dalam jari jak	3.08
sarawak-04-171.wav	owh	1.51
sarawak-04-172.wav	terus lap	0.84
sarawak-04-173.wav	bagusnya	1.34
sarawak-04-174.wav	tapi mahal lah mun kitak beli nak dalam botol ya	1.98
sarawak-04-175.wav	kitak beli kat siney	1.02
sarawak-04-176.wav	mummycare	0.94
sarawak-04-177.wav	ya allah kamek beli drugs store jak pun	1.81
sarawak-04-178.wav	nak kah dalam botol biasa ya dalam tiga ringgit lebih nak	3.78
sarawak-04-179.wav	aok	0.54
sarawak-04-180.wav	nak benda ya tek	1.21
sarawak-04-181.wav	enam ringgit tujoh ringgit	0.97
sarawak-04-182.wav	sik duak puloh lebih	1.04
sarawak-04-183.wav	mahal buang masa aku jak	1.8
sarawak-04-184.wav	mahal juak lah tapi senang	1.27
sarawak-04-185.wav	o tedah kamek lamak dah sik ke mummycare apa dibeli kitak mummycare ya	3.02
sarawak-04-186.wav	anak kitak dah besar sikdalah beli lah beli krim nya sikit krim nak ya pakey adik ipar kamek lah	10.79
sarawak-04-187.wav	nak ya apa nama ya tek	1.25
sarawak-05-1.wav	leha kitak neman kamek gi klinik lok sik sihat nyawa mek tok	4.02
sarawak-05-2.wav	aie apahal kitak	1.47
sarawak-05-3.wav	sik tauk eh start datang batok tok eh dari hari marek	3.55
sarawak-05-4.wav	aie	0.46
sarawak-05-5.wav	hm kitak rasa kedak ne macam ne rasa kitak dari malam tadik kah	5.51
sarawak-05-6.wav	aok malam tdik nya start rasa gatal2 rah tekak pas ya lalu lah batuk	4.32
sarawak-05-7.wav	eee mok kitak tuberculosis nak	2.16
sarawak-05-8.wav	eh ndak lah lalu nak madah giya ju lah gi klinik lok	3.27
sarawak-05-9.wav	lajulah klinik sine kitak nak pergi tok paling dekat panel panel	6.1
sarawak-05-10.wav	gi klinik panel jak oh sik perlu bayar k unimas pun	3.48
sarawak-05-11.wav	aok lah ju lah ju kita pergi	1.07
sarawak-05-12.wav	aok	0.32
sarawak-05-13.wav	bah dah doktor nangga tek apa kenak tek apa crita tek	3.21
sarawak-05-14.wav	ee doktor madah jangkitan kuman biasa jak nya madah	3.67
sarawak-05-15.wav	oooo ingat tuberculosis tek	1.74
sarawak-05-16.wav	nya berik- nya sik nyuruh makan antibiotic dolok sbb gik mula2 bah nya madah so minum aik bnyak jak makan ubat batuk jak lah katanya	8.8
sarawak-05-17.wav	yalah tok nakya antibiotics ya jangan lah kitak nak ya skip kelak resistant kah kelak apa kah susah gik kelak	7.97
sarawak-05-18.wav	yalah tauk jak kitak lah kuman kinek tok mun dah berik antibiotic ya mesti makan mun sik makan kelak lalu lain jadi nya makin teruk kelak	8.64
sarawak-05-19.wav	tapi kamek rasa kitak macam pelik jak oh kamek rasa macam kitak over sakit macam melampau jak	6.5
sarawak-05-20.wav	sikla sebab kamek jarang sakit	1.58
sarawak-05-21.wav	ada nak ya sik symptom bleed kah keluar darah kah	3.97
sarawak-05-22.wav	sikda sikda biasa jak kahak sikit ajak	2.37
sarawak-05-23.wav	bukan kitak madah kitak dolok macam ada infection dekat lung yang macam chronic kah	4.71
sarawak-05-24.wav	ya dolok sik tauk juaklah dolok	1.95
sarawak-05-25.wav	yang dolok masa ya kitak xray gine	2.1
sarawak-05-26.wav	xray okay jak kata sidaknya	2.25
sarawak-05-27.wav	sikda apa apa clear lah	1.04
sarawak-05-28.wav	sikda apa clear jak biasa jak	2.3
sarawak-05-29.wav	yalah	0.51
sarawak-05-30.wav	ya lah kitak nangga orang kinek tok ya rupa rami orang di klinik tek oh	2.63
sarawak-05-31.wav	sebab masa tok kan lembap	2.78
sarawak-05-32.wav	yalah cuaca tok eh zaman tok banyak orang sakit	2.79
sarawak-05-33.wav	sik kitak nangga kah laptop kamek ber-fungi	2.21
sarawak-05-34.wav	fungi ya kulat kulat eh	1.78
sarawak-05-35.wav	ya lah kotan cuaca	1.37
sarawak-05-36.wav	ya rabbi kitak nangga cabinet kat rumah kamek eh putih jak ku pikir nakpa benda ingat pasir tek duhal paduhal fungi	7.01
sarawak-05-37.wav	yah kulat	0.81
sarawak-05-38.wav	ya rabbi kitak tauk sik kamek eh ambik kamek spray alcohol ada lah jual nak dettol bah skali kamek padah ngan mummy bagus kamek ambik nak dekat lab jak mbak rumah habis semua nak d-spray-spray sak sikda ber-fungi	13.75
sarawak-05-39.wav	embaklah alcohol tujuh puluh percent tek	1.94
sarawak-05-40.wav	yalahtek kelak mintak ngan sidak lab ya pas ya nak meli nak dehumidifier eh kamek meli kat giant pande mahal indah bagus ambik kat lab kita bah boleh ambik bah pa nama ya benda2 macam ya penting bah pas ya mun fungi bnyak bukan nya ngaco kita pun kesihatan	17.56
sarawak-05-41.wav	yalah dah kita nyedut nya ne nak masalah kita tok respiratory tract kita tok	4.85
sarawak-05-42.wav	macam ne ah apa terjadi mun kita terhidu fungi	2.92
sarawak-05-43.wav	mun nya dah masuk nya diam d peparu kita	2.97
sarawak-05-44.wav	ee ya allah menakah	1.4
sarawak-05-45.wav	kitak mok kah nya membiak lam ya	1.29
sarawak-05-46.wav	bukan nya macam benda ya macam jalan mati kah bukan nya macam mun nya dormant baruklah	6.97
sarawak-05-47.wav	ada nya mati adanya idup siklah suma nya mati	3.44
sarawak-05-48.wav	ee geli eh pas ya tek nak apa nama nya tek aok kitak sik nangga kah lam bilit- kelas marik ya ber-fungi ya allah kamek geli	10.87
sarawak-05-49.wav	aok eh kerusi ya	1.45
sarawak-05-50.wav	ya allah heh	1.55
sarawak-05-51.wav	bercepak-cepak jak	1.2
sarawak-05-52.wav	aok putih jak rupa nak oh	1.6
sarawak-05-53.wav	nakpa nama ya tek kitak nangga sik cardboard ya cardboard ya apa ber-fungi juak	4.69
sarawak-05-54.wav	oh aok papan putih ya	2.37
sarawak-05-55.wav	kembang-kembang	0.9
sarawak-05-56.wav	kembang ya maksud	0.89
sarawak-05-57.wav	kenak sembab ya	1.33
sarawak-05-58.wav	oh	0.51
sarawak-05-59.wav	kenak cuaca lembap gilak bah dalam ya memang berkulat juak ya jadi macam ya	4.72
sarawak-05-60.wav	ya allah	0.87
sarawak-05-61.wav	kasya ah apa nama ya tek musim tengkujuh sampe bila	3.56
sarawak-05-62.wav	yalah musim orang sakit tok	1.32
sarawak-05-63.wav	sampe tahun baru cina baruk nya habis nak oh tahun baru cina maksudnya	3.09
sarawak-05-64.wav	habis chap go meh	0.76
sarawak-05-65.wav	new year aa	0.81
sarawak-05-66.wav	habis chap goh meh trus panas ari tok baruk orang sihat semua tok kitak nangga kerek kanan orang sakit ajak mala	8.22
sarawak-05-67.wav	camne sidak di kubang pa nama ya tek kuala krai	3.73
sarawak-05-68.wav	oh nak sidak banjir ya	1.12
sarawak-05-69.wav	aok eh sidak ya eh ya allah ada e-coli eh pa benda juak ya eh menakah najib kenak e-coli	5.87
sarawak-05-70.wav	nok ya sik tauk lah juak mena kah sik tapi nya dah sembuh nak sidak madah	4.49
sarawak-05-71.wav	tapi e-coli boleh membunuhkah zul	1.8
sarawak-05-72.wav	yalah kamek sik tauk juak sik pasti	3.04
sarawak-05-73.wav	boleh kah sik nya	1.04
sarawak-05-74.wav	tapi nak ingat sik kitak ada nembiak kes student ya eh nok sidak ya madah nya terkenak infection of e-coli and the final diagnosis ya madah nya kenak infection of e-coli and then nya meninggal menakah	13.53
sarawak-05-75.wav	sik tauk	0.47
sarawak-05-76.wav	macam confuse jak benda-benda macam ya	3.24
sarawak-05-77.wav	macam nak dipercayak pun susah juak siktauk lah mun sidak mok cover apa-apa nak	4.46
sarawak-05-78.wav	aok ya lah tek	1.21
sarawak-05-79.wav	macam aok jak lah apa padah orang	2.09
sarawak-05-80.wav	sigek gik daripada nak e-coli ya lpas ya leptospirosis ya lagik lah teruk	5.75
sarawak-05-81.wav	datang dari sine leptospirosis ya	2.81
sarawak-05-82.wav	aie biasalah kan kita belajar rats apa nama ya tikus	3.71
sarawak-05-83.wav	ah tikus kencing tikus nak	1.83
sarawak-05-84.wav	aok eh kencing tikus	1.94
sarawak-05-85.wav	nang menakah dari kemeh tikus	2.35
sarawak-05-86.wav	aoklah eh nya factor yang	3.32
sarawak-05-87.wav	ka nama jak kencing tikus bukannya aek kencing tikus mena-mena	5.12
sarawak-05-88.wav	bukan lah	1.25
sarawak-05-89.wav	nya dimbak oleh	0.67
sarawak-05-90.wav	dibawak oleh tikus bukannya tikus ya kencing apa suma leptospirosis ya keluar dari kencing	5.68
sarawak-05-91.wav	aek kemeh nya	0.97
sarawak-05-92.wav	nya macam pegang barang pun nya udah boleh spread bah lepas ya nak ya camne nak sidak di sungai besi oh ingat sik kitak nak tepi-tepi jeraya eh ya allah camne dak nya makan makan tikus kali kita	12.33
sarawak-05-93.wav	aok eh	0.37
sarawak-05-94.wav	jeraya eh ya allah	1.12
sarawak-05-95.wav	oh	0.44
sarawak-05-96.wav	kamek sik mungkin akan makan kat tepi-tepi camya	2.43
sarawak-05-97.wav	yalah kamek tok kali sakit tekak ndak tauk juak kali apa gik jadi mun sik cuaca kah apa kah salah makan kah apa	8.46
sarawak-05-98.wav	so kinek tok	0.58
sarawak-05-99.wav	 aa"	1.89
sarawak-05-100.wav	tunggu lah masa antibiotics ya brapa hari	3.89
sarawak-05-101.wav	yalah	0.46
sarawak-05-102.wav	kedak ya recover lah oh	1.31
sarawak-05-103.wav	yalah tadik nya sikmok merik tapi kamek mok mintak juak antibiotics	2.5
sarawak-05-104.wav	ooh pahal nya sikmok merik	1.53
sarawak-05-105.wav	aie nya madah sik perlu dolok	1.71
sarawak-05-106.wav	sebab	0.83
sarawak-05-107.wav	tapi kamek tok ne pande lawan nak orang belajar hal ubat kamek mintak antibiotic dolok kamek mok bait cepat	5.41
sarawak-05-108.wav	nya camtok kitak perlu madah demam kitak sampe tiga hari baruklah nya berik kitak	5.84
sarawak-05-109.wav	aoklah baruk sehari bah	1.5
sarawak-05-110.wav	aoklah tek melawan kerajaan malaysia kitak ya	3.23
sarawak-05-111.wav	kitak pergi klinik ne tek kitak pergi sine tek oh	3.13
sarawak-05-112.wav	klinik ya astana tek	1.63
sarawak-05-113.wav	astana	1.07
sarawak-05-114.wav	ne gaya kamek tok sik tahan tekak kamek tok sakit batuk makan	4.6
sarawak-05-115.wav	ada sik sidak merik kitak nekya tek um pa nama	2.91
sarawak-05-116.wav	ubat nak pakey hisap ya kah	1.41
sarawak-05-117.wav	aok nak hisap ya	0.77
sarawak-05-118.wav	ada warna merah ya	1.92
sarawak-05-119.wav	aok bagus ya bah	1.31
sarawak-05-120.wav	bagus nang bagus tapi mun dah hujung-hujung ya pait rasanya	3.01
sarawak-05-121.wav	yalah tek	0.72
sarawak-05-122.wav	susah nak nelan benda ya aih	1.8
sarawak-05-123.wav	dahlah pill mahal dak nya cas mahal-mahal	3.25
sarawak-05-124.wav	yalahtek sikhal nasib baik bukan kita mayar	2.32
sarawak-05-125.wav	eh jangan kitak lalu exceed kelak terlebih bayar mampus kita malar jak sakit oh	5.67
sarawak-05-126.wav	aok eh pi ya lah kamek lom juak banyak juak makey bah tahun tok rasa kamek baruk ada skali duak jak pergi klinik banyak gik balance nya	9.85
sarawak-05-127.wav	kitak sik hal kitak sik beranak kamek	3.04
sarawak-05-128.wav	anak kitak sehat kah	1.53
sarawak-05-129.wav	hm di rumah ya kah okay lah tapi kamek nangga sidak di taska nya macam okay jak mun nya beringus kamek rasa kamek berik vitamins dolok kamek	12.33
sarawak-05-130.wav	taska ya yang mudah nak nyebar penyakit	2.54
sarawak-05-131.wav	kamek awal lah mencegahnya kamek ambik kamek berik lysozyme nak booster pakey immunity kita eh lepas ya nokya apa nama ya tek berik kamek vitamin c	11.52
sarawak-05-132.wav	darik dolok kamek carik lysozyme ya sine kitak meli	2.86
sarawak-05-133.wav	ada di pharmacy pa anam ya tek ee kat emart ya pharmacy apa tah	6.1
sarawak-05-134.wav	sine kat matang kah	1.29
sarawak-05-135.wav	aok eh jom pharmacy	1.83
sarawak-05-136.wav	oh jom pharmacy	0.78
sarawak-05-137.wav	lysozyme hydrochloride ya	1.96
sarawak-05-138.wav	kelak boleh lah kamek singgah ke siya beli berapa rega benda ya	2.84
sarawak-05-139.wav	tujuh ringgit sekeping ada sepuluh igek	2.58
sarawak-05-140.wav	sepuluh igek makan ya gine	1.9
sarawak-05-141.wav	makan macam gigit jak kunyah	2.38
sarawak-05-142.wav	sehari brapa bijik	1.07
sarawak-05-143.wav	satu mun kitak demam kitak boleh ambik duak tiga egek lah	3.28
sarawak-05-144.wav	mun sepapan tek dapatlah makan sepuluh hari	2.22
sarawak-05-145.wav	kamek rasa memang kitak patut makan lah sebab kitak ndak alah-alah batuk	2.43
sarawak-05-146.wav	siklah teralah2 baruk juak lah tapi ya lah susah kita tok tek nama kita tok tek nama dah mengajar nak kita tok nak kelaka dah kita terbatuk batuk tek masalah juak yalah kamek tok mok cepat-cepat bait	10.91
sarawak-05-147.wav	ya lah boleh kitak ambik ya bah pergilah beli dekat batu lintang ya masalahnya batu lintang ya klinik ya nya jual dua belas ringgit sekeping	10.19
sarawak-05-148.wav	rami orang gi meli ya kali oh	1.7
sarawak-05-149.wav	dah nya orang suruh orang makan benda ya suma orang sik tauk and kitak mok rasa kitak mok tauk pergi lah ber-google tangga apa yang kepentingan lysozyme ya lysozyme bukan kitak sik tauk apa lysozyme	14.85
sarawak-05-150.wav	aok tauk apa kita dah belajar lam biology bah	1.79
sarawak-05-151.wav	ah biologi spm pun tauk	1.84
sarawak-05-152.wav	lam sel suma ya ada lysozyme lysosome	3.43
sarawak-05-153.wav	yalah tek	0.67
sarawak-05-154.wav	batuk kamek tok banyak gilak kamek tok kelaka	2.24
sarawak-05-155.wav	oh ya ka kesian nangga kitak oh sikpalah kitak mun kitak bait kelak kitak kita jalan	5.48
sarawak-05-156.wav	singgah meli aik lok kita duak tok pakey melancarkan tekak kamek eh gi kedey nak ne paling dekat kedey sitok stesen minyak kah pun boleh	8.85
sarawak-05-157.wav	pergi dekat nya nun ada petronas sinun	3.48
sarawak-05-158.wav	ah singgah lah siya turun meli lok	1.92
sarawak-05-159.wav	kitak mok aik juak sik	1.3
sarawak-05-160.wav	kamek rasa kamek mok minum aik gatorade	3.47
sarawak-05-161.wav	aik gatorade	0.63
sarawak-05-162.wav	please	0.34
sarawak-05-163.wav	mun ada jak boleh lah meli kamek mok ya juak kali	2.39
sarawak-05-164.wav	yalah minuman isotonik untuk	2.3
sarawak-05-165.wav	aik pakey ganti electrolyte dalam badan	2.68
sarawak-05-166.wav	yalah tek pa nama ya tek tapi mahal oh heran aku di petronas tok	5.08
sarawak-05-167.wav	petronas memang ada suka nak nait rega sikit	3.43
sarawak-05-168.wav	aok eh pa nama nak dekat sibu sikda jual nak kah bapak faizul pun kedak selalu kesian juak kamek nangga nya malar sakit nak	9.34
sarawak-05-169.wav	kitak tek nak meli gatorade tek ngan nya	2.34
sarawak-05-170.wav	gatorade apa nok nak oren jak ada pas ya nya madah masam sikmok ku minum tauk jak orang tua	4.93
sarawak-05-171.wav	aok eh nak warna purple ya nyaman	1.23
sarawak-05-172.wav	aok purple sik tapi sibu nang seranto-ranto sibu sikda	3.77
sarawak-05-173.wav	ok lah kita balit gik	1.18
sarawak-05-174.wav	jum	1.21
sarawak-06-1.wav	haa apa cerita aa si research kitak tek terung asam kitak tek apa cerita	5.73
sarawak-06-2.wav	ada student nganta gambar tadik dalam whatsapp aa masih negative juak tapi kamek rasa dos dipakey nya kecik gilak	8.42
sarawak-06-3.wav	nya make method kedak ne i meant make kaedah kedak ne	3.2
sarawak-06-4.wav	aih makey kaedah nok dipadah kamek nakya lah makey empty disc ya disc kosong ya kakya extract ya tadik nak crude ya dititis atas ya tapi yalah kamek rasa dos ya kecik gilak kali ya macam sikda effect kali	15.95
