File ID,Transcript,Duration (s),Word Count
Kelantan_001_005_002_111,hoo lah ambo kejut jugok tengok male ado ore jugok,3.952875,10
Kelantan_001_005_002_113,hoo demo bowok muto demo lah deh ambo gi ambik helmet meta,4.955,12
Kelantan_002_001_001_002,amra tahu dok loni kea banyok gitu mo habuk,4.4524375,9
Kelantan_002_001_001_004,tula napok supo jerebu jah,3.943375,5
Kelantan_002_001_001_005,hooo lah kalu tok uje gak abih la,5.255,8
Kelantan_002_001_001_006,hoo la napok supo kabuh gitu berabuk jah,5.1625625,8
Kelantan_002_001_001_007,oloh la tok tahu la,1.996125,5
Kelantan_002_001_001_008,bakpo eh jadi gitu,1.3625,4
Kelantan_002_001_001_010,ore bbaka,1.3669375,2
Kelantan_002_001_001_011,dok eh selain daripado ore bbaka mesti nih sebak bino ngumoh banyok dooh kea,4.63,14
Kelantan_002_001_001_013,dea bino ngumoh banyok dooh mesti banyok habuk,2.995375,8
Kelantan_002_001_001_015,hoo la pasir lah,2.4595,4
Kelantan_002_001_001_016,rumoh simen gapo ore duk rodok-rodok tuh sumo nok wat rumoh simen-simen gapo jokong-jokong,8.3733125,14
Kelantan_002_001_001_018,dok eh yo kese ko sapa ko malaysia ko,5.333,9
Kelantan_002_001_001_020,gitu kiro mace misale ado kebakare hute dekat amazon sekali la ngan malaysia kiro,7.2445625,14
Kelantan_002_001_001_022,kalu hok jauh tu tok gapo effect sangak la kironyo,4.95525,10
Kelantan_002_001_001_024,kalu dea jerebu dok amra dok mesti banyok nyakit do,4.0873125,10
Kelantan_002_001_001_026,try tengok loni ore-ore,1.64275,4
Kelantan_002_001_001_027,ore diri pon batuk la selsemo la mace-mace jadi,5.5449375,9
Kelantan_002_001_001_029,ho jolo doh ore sero ni gapo habuk-habuk masuk dale mato gapo,4.1010625,12
Kelantan_002_001_001_030,pastu baye kea habuk-habuk tu cemar,2.6088125,6
Kelantan_002_001_001_031,kalu keno tange kito keno kulit mesti la gata,4.328,9
Kelantan_002_001_001_033,tuh la jange duk tenyeh sangat mato tuh,3.5244375,8
Kelantan_002_001_001_034,biar mato tuh itu nih,1.640375,5
Kelantan_002_001_001_035,bubuh eye mo tu,1.333125,4
Kelantan_002_001_001_036,bubuh eye mo tu baguh hooo,1.9010625,6
Kelantan_002_001_001_038,hooo lah baso dio doh ore tuo kea tokse wi anok dio sakit,4.17525,13
Kelantan_002_001_001_040,tuh la hoo ma kito nyo saye ko kito,2.58825,9
Kelantan_002_001_001_041,tuh la amra selain daripada nih sakit-sakit gapo kulit ni kito keno gi banyok jupo dokto spita nuh,6.997,18
Kelantan_002_001_001_043,malah pulok doh,1.1836875,3
Kelantan_002_001_001_044,kito ni keno rajin amra weh keno gi amik la ubak-ubak tu,4.2129375,12
Kelantan_002_001_001_045,nih gapo kalu tok gi amik ubak tu sapa bilo kito nok duk gitu,4.3015,14
Kelantan_002_001_001_046,nyo sia la kalu gi amik ubat gak,2.2378125,8
Kelantan_002_001_001_047,make ubat como,1.718375,3
Kelantan_002_001_001_049,jare-jare jugok,1.3219375,2
Kelantan_002_001_001_050,time sakit la,0.8079375,3
Kelantan_002_001_001_051,gi sokmo tu ore kato tok brapo nok saro kalu hok gi spita sokmo tuh,5.0240625,15
Kelantan_002_001_001_053,dok la skalo gi nge ma nge abe gitu ah la,4.2854375,11
Kelantan_002_001_001_054,pastu mitok la gapo,1.913,4
Kelantan_002_001_001_055,royak la ko doktor tu bakpo sakit mato,2.926,8
Kelantan_002_001_001_056,tanyo la sebak dulu,1.63025,4
Kelantan_002_001_001_057,dea tahu kito tok tahu sebak gak,2.4468125,7
Kelantan_002_001_001_058,kito tahu la ruponyo sebak jerebu loni nih menyebakke kito ni sakit,5.3899375,12
Kelantan_002_001_001_059,gitu la,1.40625,2
Kelantan_002_001_001_061,gata-gata mulut,1.4614375,2
Kelantan_002_001_001_063,gata kulit,1.1525,2
Kelantan_002_001_001_064,dok ingak ko gata mulut,1.4733125,5
Kelantan_002_001_001_065,sakni kejut ore bakpo kaite nge gata kulit gata mulut,3.4294375,10
Kelantan_002_001_001_067,ore sero ado amra,1.48525,4
Kelantan_002_001_001_068,baye kea dok kalu kito wat ado pembakare hute mesti tubik abuk-abuk hok ni,6.9850625,14
Kelantan_002_001_001_069,gapo doh ore kato tuh saintifik dio,2.89525,7
Kelantan_002_001_001_070,karbon karbon doksida dok,2.034625,4
Kelantan_002_001_001_072,tok bahayo gano amra geh hok ore tokse,2.816,8
Kelantan_002_001_001_073,tapi pokok serak,1.142125,3
Kelantan_002_001_001_074,tuh la masaloh  nyo loni sebak kito nih banyok dooh etek guno kreto lah tubik asap kea,5.61775,17
Kelantan_002_001_001_075,asak-asak  tu buleh menyebabke jerebu,2.34125,5
Kelantan_002_001_001_076,jerebu-jerebu tu gak  menyebabke  kito nih sakit go tuh la sakit goni la,6.4216875,13
Kelantan_002_001_001_078,baka sapoh tu amra tengok,1.794125,5
Kelantan_002_001_001_079,kalu baka sapoh keno baka supik rokrak,3.4133125,7
Kelantan_002_001_001_080,gapo dio ado dale supik rokrak tu ado blako,4.17775,9
Kelantan_002_001_001_081,buke stakat karbon dioksida hoo  metana la go tuh la go nih la ado blako,5.770125,15
Kelantan_002_001_001_083,buke setakat asak la amra weh kalu keno ore sumo baka supik rokrak lagu mano,4.859625,15
Kelantan_002_001_001_085,hooo mati pon awal,1.4614375,4
Kelantan_002_001_001_086,mati cepat bbena,1.284375,3
Kelantan_002_001_001_087,tuh kubo dekak umoh ore tuh,2.18375,6
Kelantan_002_001_001_089,tengok semace ado jah hok baru semace,2.9823125,7
Kelantan_002_001_001_091,buke sero la amra meme nyakit kito wak sdiri,3.2423125,9
Kelantan_002_001_001_092,kito hok caghi pasal,1.770375,4
Kelantan_002_001_001_094,nok saloh ko ore lain lagi tokleh,2.0705,7
Kelantan_002_001_001_095,nok wat gano tebe pokok la,2.04625,6
Kelantan_002_001_001_097,amra tengok loni duk ngumoh,2.2320625,5
Kelantan_002_001_001_098,ngumoh tuh dale so ngumoh tu brapo banyok kreto ado,3.132125,10
Kelantan_002_001_001_099,pah dale so kreto tu brapo banyok asak wat tubik,2.649625,10
Kelantan_002_001_001_101,ado epat lah kalu kiro ado hok duk rumoh,2.4600625,9
Kelantan_002_001_001_102,kalu hok dok luar nung ado la tigo epat ore lagitigo epat kreto pulok,4.94475,14
Kelantan_002_001_001_104,tuh lah ore mikir gitu jugok tapi kalu amra tengok molek loni,3.8265,12
Kelantan_002_001_001_105,kota bharu jare doh bah,1.3981875,5
Kelantan_002_001_001_106,sebak apo,0.5228125,2
Kelantan_002_001_001_107,sebak ore naik kreto rama dooh,2.057875,6
Kelantan_002_001_001_108,tak dok kesedare dale diri kito masyarakat nih,3.2345,8
Kelantan_002_001_001_109,try tengok lah kelantan mano ado bah sangat,2.636375,8
Kelantan_002_001_001_110,tengok bah gapo,1.058,3
Kelantan_002_001_001_112,city liner tu dok,1.1644375,4
Kelantan_002_001_001_115,ari tuh kea amra nok oyak wi,1.5570625,7
Kelantan_002_001_001_116,ore tanyo pok cik tuh pok cik tuh kato bas city liner tu nok bankrap doh dio kato,5.7845,18
Kelantan_002_001_001_117,baye kea nok oyak nyo kito ni ore kapung ni tok guna nah bah,4.4166875,14
Kelantan_002_001_001_119,tuh la bbenanyo kito hok keno start dulu,3.3774375,8
Kelantan_002_001_001_120,kito ore mudo,1.1763125,3
Kelantan_002_001_001_121,tula kito keno ajok saen-saen kito naik bah loni tokleh nok naik muto tokleh nok naik kreto belah mano doh loni,6.7143125,21
Kelantan_002_001_001_123,ore sero la kalu mace kito sdiri la dok kito kalu mace ngumoh ore kea dekak jah nge kota bharu,8.3351875,20
Kelantan_002_001_001_124,ngumoh amra kea jauh sikit bulih la amra nok naik bah,2.8021875,11
Kelantan_002_001_001_125,tapi kalu ore bulih jah bbena nok naik basika tapi gak masalohnyo hoo gitu la,6.06525,15
Kelantan_002_001_001_126,amra keno pehe la naik sika,1.53825,6
Kelantan_002_001_001_128,sebak tok cekak gak kito naik la bah,2.08925,8
Kelantan_002_001_001_129,pahtu so lagi kalu kreto tu isi la wi penuh,2.602125,10
Kelantan_002_001_001_130,kalu kito gi nge saen-saen kito tok kea la kito naik duo ore jah,3.62375,14
Kelantan_002_001_001_131,gi la bulih 3 4 ore,2.02175,6
Kelantan_002_001_001_132,wi penuh kreto tu dulu,1.58025,5
Kelantan_002_001_001_133,jpj nyo tok sekak eh kalu nyo dea penuh,2.8853125,9
Kelantan_002_001_001_135,jange la sapa muate 6 ore keno bubuh 8 ore,3.683375,10
Kelantan_002_001_001_137,dok la,0.6159375,2
Kelantan_002_001_001_138,buke maksudnyo duo ore depe epat ore blake,2.961625,8
Kelantan_002_001_001_139,lagu tu,0.991125,2
Kelantan_002_001_001_141,kalu kreto kancil tu gak epat ore sebuoh kreto,3.2986875,9
Kelantan_002_001_001_143,tuh la tuh la ore kato,1.5095,6
Kelantan_002_001_001_144,kito keno start denge ore belie-belie mace kito nih,3.7601875,9
Kelantan_002_001_001_145,keno start dulu,1.692125,3
Kelantan_002_001_001_146,ore mudo supo kito nih keno start dulu,3.137625,8
Kelantan_002_001_001_147,lagu mano nih nok wat gini keno wat gano,3.5061875,9
Kelantan_002_001_001_148,keno cari inisiatif hok molek la,4.32475,6
Kelantan_002_001_001_150,hooo nok caghi jale nok betuk gini semo,4.0201875,8
Kelantan_002_001_001_151,kalu kito start gini dulu mesti jerebu tak dok loni,3.8404375,10
Kelantan_002_001_001_153,tuh la keno ado gapo ore kato lestari la,3.4100625,9
Kelantan_002_001_001_155,hooo kesedare tu,1.6120625,3
Kelantan_002_001_001_156,tula kalu kito tak dop kesedare susoh jugok,2.8110625,8
Kelantan_002_001_001_157,kito ni meme gapo kepen tuh banyok ngepeng duk dale tv ngepeng-ngepeng dale radio pon ngepeng,7.9841875,16
Kelantan_002_001_001_159,tuh la kito keno ajok saen-saen kito beruboh dok amra dok,4.641875,11
Kelantan_002_001_001_160,amra sero gano,1.7125625,3
Kelantan_002_001_001_161,ore sero gitu la,1.803875,4
Kelantan_002_001_001_163,bereh amra deh,1.33075,3
Kelantan_002_001_002_002,hoo alik pagi tu ko,2.6325,5
Kelantan_002_001_002_004,napok supo gapo kabus uda,3.80775,5
Kelantan_002_001_002_006,tula ore sero kea nih kot uda sebak apo ore baka,5.1191875,11
Kelantan_002_001_002_008,sebak  apo,2.6795,2
Kelantan_002_001_002_010,sebab uda oyak gitu,1.6215,4
Kelantan_002_001_002_011,hooo deh ore nih duk pasir tuh kea,3.1405,8
Kelantan_002_001_002_014,yolo-yolo,1.126375,1
Kelantan_002_001_002_016,pah kea uda kea,0.8696875,4
Kelantan_002_001_002_017,kalu mace baka contohnyo mace ni mace pa ute ore baka ute kea uda,5.2653125,14
Kelantan_002_001_002_018,uda rajin tengok kea dale berito hok tubik gapo pasal kebakare ute di mano,4.6158125,14
Kelantan_002_001_002_019,di indonesia tu kea,1.3641875,4
Kelantan_002_001_002_021,tu sebab jerebu jugok uda kea,1.5630625,6
Kelantan_002_001_002_023,kito kea dekak nge indonesia sebak tu sapa pah sini,4.125,10
Kelantan_002_001_002_025,tidok jugok eh ute amazon nge malaysia tu,3.164375,8
Kelantan_002_001_002_026,sapa jugok ko,1.3515,3
Kelantan_002_001_002_028,sebak ore tengok di hok ore tahu la di indonesia tu kea ado mace pembakare ute hok besar-besar hok ore tengok dale berito la,10.0056875,24
Kelantan_002_001_002_029,mace jejah la di negaro kito ni tengok,3.8936875,8
Kelantan_002_001_002_030,sebak tu la mace kito masaloh jerebu tu ado di negaro kito sebak ni,4.44275,14
Kelantan_002_001_002_031,ore baka ute di indon tuh,2.0048125,6
Kelantan_002_001_002_033,kalu ore hok gatal kulit ni uda yolo jugok ko,3.2055625,10
Kelantan_002_001_002_035,ore rajin uda ore sero mace ni,2.4326875,7
Kelantan_002_001_002_036,sero sakit mato,0.94925,3
Kelantan_002_001_002_037,mace meroh-meroh,1.0694375,2
Kelantan_002_001_002_038,sebak tu mace duk tenyeh-tenyeh sokmo mato gitu tu,2.724,9
Kelantan_002_001_002_040,eye mo,1.0929375,2
Kelantan_002_001_002_042,jolo ma ore rajin pese,2.2799375,5
Kelantan_002_001_002_043,mace kalu sakit mato tu toksoh la duk tenyeh-tenyeh sangat bahayo,3.4784375,11
Kelantan_002_001_002_044,tidok kea jadi mace koho napok meroh gitu,2.586,8
Kelantan_002_001_002_046,tu ma kito saye kito uda deh,1.903875,7
Kelantan_002_001_002_048,uda rajin gih  jupo doktor,1.24575,5
Kelantan_002_001_002_049,ore jare la gih jupo doctor uda ore malah,2.726875,9
Kelantan_002_001_002_051,pah uda gi sokmo ko,1.6065,5
Kelantan_002_001_002_055,pahtu kalu masaloh jerebu lagi nihpahtu uda keno gapo lagi selain daripado keno sakit mato,5.850625,15
Kelantan_002_001_002_056,gata-gata mulut yolo jugo uda kea,2.1275,6
Kelantan_002_001_002_058,gata kulit,1.61525,2
Kelantan_002_001_002_060,gata kulit ore royak,1.9519375,4
Kelantan_002_001_002_061,jerebu kea mace asak kea bahayoade asid eh uda eh,3.5835,10
Kelantan_002_001_002_063,gapo,0.728625,1
Kelantan_002_001_002_065,hoo yolo,1.023125,2
Kelantan_002_001_002_066,bahayo tu kea gas gotu sebak ore ingat lagi la maso ore ngaji  geografi maso tingkate ene,4.4594375,17
Kelantan_002_001_002_067,cikgu kato geh karbon dioksida tu bahayo,4.2339375,7
Kelantan_002_001_002_069,yolo pah so sebak ore baka ute,3.4905,7
Kelantan_002_001_002_070,kalu baka sapoh jejah dok uda kalu baka sapoh,2.115375,9
Kelantan_002_001_002_073,kalu baka sapoh buke sore baka sapoh rama ore kea,3.885,10
Kelantan_002_001_002_075,mesti koho banyok kea asap tubik kea,2.22525,7
Kelantan_002_001_002_077,yolo banyok hok behe tercemar sebab tu kito banyok bulih nyakit,4.651,11
Kelantan_002_001_002_078,ore loni kea banyok nyakit kea,1.9955,6
Kelantan_002_001_002_080,hoo yolo,1.0666875,2
Kelantan_002_001_002_082,yolo uda kubo kat ngumoh ore pon rama jugok hok mati bekali nyakit ni doh kot,4.657,16
Kelantan_002_001_002_083,nyakit buate kito sdiri nih ore sero uda,2.6355,8
Kelantan_002_001_002_085,saloh diri kito sdiri,1.927375,4
Kelantan_002_001_002_087,ngumoh uda ado brapo buoh kreto ngumoh uda,2.5591875,8
Kelantan_002_001_002_088,capur nge abe capur nge kak,2.2094375,6
Kelantan_002_001_002_089,hok mok lagi,1.22225,3
Kelantan_002_001_002_091,sebak tu ore tok suko mano naik kreto,2.7178125,8
Kelantan_002_001_002_092,kalu nok gi jauh-jauh pon ore relo naik bah uda,2.1331875,10
Kelantan_002_001_002_093,kalu naik bah kito buleh kosi naik rama-rama,2.9966875,8
Kelantan_002_001_002_096,hoo kawe pon lupo namo bah gapo kat kelantan,2.970375,9
Kelantan_002_001_002_097,lamo doh gak,0.7895,3
Kelantan_002_001_002_098,yolo doh uda,0.788,3
Kelantan_002_001_002_099,lamo doh uda ore tok naik bah uda sero mace,2.7269375,10
Kelantan_002_001_002_100,hoo yolo kalu nok gi mano-mano pon ore naik nge kreto,2.2946875,11
Kelantan_002_001_002_102,tokleh doh,1.2575,2
Kelantan_002_001_002_104,doh kito tok sokong belah mano deh,2.2944375,7
Kelantan_002_001_002_105,kito kalu nok gi jale gak gi nge kreto gi nge muto,3.30275,12
Kelantan_002_001_002_106,tokse naik bah,1.0725,3
Kelantan_002_001_002_108,pahtu kironyo uda kesimpule uda la kalo kito nok gapo,4.375125,10
Kelantan_002_001_002_110,tokse wi jerebu tu jadi banyok kerak do’oh kea uda agok-agok lah gapo hok kito nok wat uda,7.3053125,18
Kelantan_002_001_002_111,kito la untuk diri kito sediri,2.333625,6
Kelantan_002_001_002_113,ngumoh ore jauh,1.4381875,3
Kelantan_002_001_002_116,uda cekak ko nok naik basikal gi pasir mah nge kota bharu jauh jugok,5.0535625,14
Kelantan_002_001_002_118,yolo yolo,1.328,2
Kelantan_002_001_002_120,kalu muat ene ore gak sumak supo ike sardin la pulop alik belake tuh,4.854625,14
Kelantan_002_001_002_122,royak la gitu,2.2799375,3
Kelantan_002_001_002_125,kiro tuh la uda pikir gitu jolo doh deh,2.1529375,9
Kelantan_002_001_002_126,kalu rama ore mikir supo kito ore sero mace asak tu bulih la kure sikit tuh,5.1406875,16
Kelantan_002_001_002_127,buke masuk kelantan sajo nuh negeri-negeri lain ganu pehey pene blako nuh,5.804125,12
Kelantan_002_001_002_128,capur hok tu jadi banyok,1.9706875,5
Kelantan_002_001_002_130,ore mudo supo kito la,2.06,5
Kelantan_002_001_002_132,kito keno caghi jale la sebak ore kato kito ni kea bulih mikir,4.5228125,13
Kelantan_002_001_002_133,bulih mikir,1.3410625,2
Kelantan_002_001_002_136,jolo doh mace di sekoloh kea cikgu pon ado jugok ajar,3.060875,11
Kelantan_002_001_002_137,uda amik kea jugok kea maso tingkate ene dulu,2.3076875,9
Kelantan_002_001_002_138,lepas tu kito masuk u ni pon,1.75025,7
Kelantan_002_001_002_139,doktor-doktor kito pon ado jugok oyak kea,2.5838125,7
Kelantan_002_001_002_141,kesedare-kesedare tu mulo-mulo penting dale diri kito,3.43725,7
Kelantan_002_001_002_142,betul dok uda,0.7928125,3
Kelantan_002_001_002_144,tapi ore raso tok kesea sangat kalu kesedare dale diri kito tu tak dok,4.306375,14
Kelantan_002_001_002_146,mmm yolo doh betul-betul,1.7281875,4
Kelantan_002_001_002_148,ore pon ore setuju la nge uda oyak tu kito keno beruboh dulu mulo-mulo,5.07825,14
Kelantan_002_005_001_001,avera make gapo tuh,4.4533125,4
Kelantan_002_005_001_003,kuih malah,1.8235,2
Kelantan_002_005_001_004,eh kuih malah,2.771125,3
Kelantan_002_005_001_005,ore panggil go tuh amra amra,2.2450625,6
Kelantan_002_005_001_006,gapo jepput malah,2.443875,3
Kelantan_002_005_001_007,mugo goni ore panggil jepput malah,3.2993125,6
Kelantan_002_005_001_009,oh colek malah deh ore panggil jepput malah,4.6645625,8
Kelantan_002_005_001_011,hoo sero ni go tuh dale go tuh dale kiro dale jepput malah tuh dio bubuh go tuh kea sayur dok,8.4081875,21
Kelantan_002_005_001_013,hoo kakung,2.8194375,2
Kelantan_002_005_001_015,oh ore bbena tok rajin pun bowok jepput malah make tuh sajo jah go tuh dio hok sedak,8.344125,18
Kelantan_002_005_001_016,hoo tuh lah make ore kato kalu make panah-panah sedak lagi,5.714125,11
Kelantan_002_005_001_018,aloh la,2.03625,2
Kelantan_002_005_001_019,hoo duk gere pete-pete bele-bele tengok gapo ore kato,4.070625,9
Kelantan_002_005_001_020,hoo bowoh pokok pauh deah bele-bele tengok ore duk lalu lalu budok-budok kea duk main sika,5.94375,16
Kelantan_002_005_001_021,aloh sedak nyo naik sika,2.9321875,5
Kelantan_002_005_001_022,ni gapo amra,2.192875,3
Kelantan_002_005_001_023,go tuh sedak jugo amra kalau kuih lah kalau kuih lah kalau ore la kiro hok suko-suko make gak cek mek cek mek,7.279375,23
Kelantan_002_005_001_024,hoo buwak denge ubi stelo sunggoh amra sedak,5.5030625,8
Kelantan_002_005_001_026,cek mek mudoh jah ore buh ubi tumbuk-tumbuk gak buh gulo,5.0553125,11
Kelantan_002_005_001_028,hoo lah suggoh,1.6674375,3
Kelantan_002_005_001_029,go tuh gapo selain dapado cek mek gak go tuh sedak,2.506125,11
Kelantan_002_005_001_032,hoo lopat tike hok wano ija tu dok ha,4.38575,9
Kelantan_002_005_001_034,go tuh,1.30525,2
Kelantan_002_005_001_035,ore wat nge tepung berah go tuh dok,2.5013125,8
Kelantan_002_005_001_037,hoo ore sero dio wat nge tepung berah buke tepung pulut kalau tepung pulut nih jenis donde gapo jenih teri mandi,6.6875,21
Kelantan_002_005_001_038,hoo jenih teri mandi,2.5583125,4
Kelantan_002_005_001_039,hoo gitu,1.4619375,2
Kelantan_002_005_001_042,ni kalu hok jenih spesis tuh donde gak donde tu kea ore tok tahu ore panggil donde,6.8363125,17
Kelantan_002_005_001_043,hoo donde tuh eh hok jenis spesis dio la jenih butir nanko,7.0485,12
Kelantan_002_005_001_044,hoo pahtu teri mandi,3.1015625,4
Kelantan_002_005_001_045,hoo hoo banyok bbena go tuh tapi gak dale banyok-banyok tuh kea hok jenih spesis donde tuh,5.6265625,17
Kelantan_002_005_001_046,hok ore paling minak skali gak eh go tuh la butir nanko,5.648625,12
Kelantan_002_005_001_047,sebab butir nanko kea ado kuwoh tapi gak butir nanko tok tehe nyo manih manih,4.907875,15
Kelantan_002_005_001_049,hoo tapi betul jugok kalu mace kito dok kalu ore meme kito duk pine dok kito make roti cana dok,6.648,20
Kelantan_002_005_001_050,roti cana set dio nih tawa hebe lecah leweh  gapo kuoh tuh,4.7215625,12
Kelantan_002_005_001_052,tuh lah kalou ore la ore make gapo roti cana kea ore royak la ko pok cik tuh buh la sikit gulo dale kuwoh tu,6.3619375,25
Kelantan_002_005_001_053,pahtu mesti pok cik tu tanyo awok ni dari kelate ko gitu lah,4.4458125,13
Kelantan_002_005_001_055,hoo eh amra amra amra kena go tuh kuweh gapo kuweh itik,5.9520625,12
Kelantan_002_005_001_056,hoo,1.8479375,1
Kelantan_002_005_001_057,hoojolo doh kali kuweh tahi itik sedak amra,4.4174375,8
Kelantan_002_005_001_059,banyok banyok bbena gapo makane kelate nihhok sedak-sedak koleh-koleh sedak jugo koleh ubi,7.6750625,13
Kelantan_002_005_001_060,koleh koleh ubi badok sedaknyo,2.871625,5
Kelantan_002_005_001_062,hoo jarum emah kuweh kuweh,2.3144375,5
Kelantan_002_005_001_063,jarum emah ni oh manih leting,2.662,6
Kelantan_002_005_001_065,supo kiro gulo nih jarum emah tuh,2.4539375,7
Kelantan_002_005_001_066,hok iyo jenih eh kuweh dio kalu jenih bulak-bulak gitu dok,6.526375,11
Kelantan_002_005_001_067,hoo kalu kito make aloh la lekat manih anok tekok,4.2813125,10
Kelantan_002_005_001_069,hoo dio keno minum banyok air nih ah,3.550375,8
Kelantan_002_005_001_073,kalu ore hok jenih brehi la brehi manih-manih dok bule make tapi misale ore tok brehi make manih gituh,8.3694375,19
Kelantan_002_005_001_075,pulut pagi ko hok ado nyo dok,3.550375,7
Kelantan_002_005_001_076,hoo kalu nyoade kaceoloh cicoh oh sedaknyo make,7.0373125,8
Kelantan_002_005_001_078,tuh pahtu banyok amra kuweh,4.229125,5
Kelantan_002_005_001_080,hoo ni amra tepung boko amra make tepung boko,4.6468125,9
Kelantan_002_005_001_081,tepung boko,1.827375,2
Kelantan_002_005_001_082,hoo,2.4539375,1
Kelantan_002_005_001_083,hoo ado kea ado inti nyo dale inti nyo buh nise tuh,4.699,12
Kelantan_002_005_001_084,tepung boko hok lembik-lembik tuh,3.1669375,5
Kelantan_002_005_001_085,dio wat nge tepung tok tahu la ore tepung berah kot ko tepung ubi,6.2438125,14
Kelantan_002_005_001_087,ado hok lipat denge go tuh yo bukuh denge daun pise,6.32525,11
Kelantan_002_005_001_089,dio buh nyo ado nise dale,2.930625,6
Kelantan_002_005_001_090,sedak dok,1.107125,2
Kelantan_002_005_001_092,tu lah ari tu ado jumpo pine nih ore sero ore klate buwak tapi tok tahu,5.8894375,16
Kelantan_002_005_001_093,eh dok la buleh la kalu stakak nok make tu,4.65725,10
Kelantan_002_005_001_094,tapi kalu nak cari suggoh klate kuweh hok sedak meme keno gih pasa siti khadijoh alik-alik tupat gak,6.901125,18
Kelantan_002_005_001_097,amra duk jaoh ore dekat jah,1.5955625,6
Kelantan_002_005_001_098,ore kot area kota bharu tuh jah tapi gak kalu nok caghi kuweh sedak-sedak gaknok oyak nyo kalu klate la jame poso jame poso bule poso la,8.223,27
Kelantan_002_005_001_100,hoo nasik krabu sedak tu nasik krabu azma amra rajin make nasik krabu azma,5.74325,14
Kelantan_002_005_001_101,dekak denge pasir peke kot nu lakot-kot kota bharu,4.4614375,9
Kelantan_002_005_001_103,hoo dio bubuh go tuh gapo ike-ike goren kea ike goren celuk tepung tu kea,6.7699375,15
Kelantan_002_005_001_104,ike goren celup tepung hok serbuk aa gapo tahu,4.3335,9
Kelantan_002_005_001_106,kalu dulu gak gapo abcpt dok air batu pulut tape dok hok tuh sedak jugo,8.3218125,15
Kelantan_002_005_001_108,hoo wat ile kerin tekok ore katopadahal nyo buke wat ile kerin tekok,5.5030625,13
Kelantan_002_005_001_110,hoo baso dio doh kito nih gapo ore kato,3.5075,9
Kelantan_002_005_001_111,time panah nok sejuk time sejuk gak nok panah time huje gak sero oloh huje nyo tokleh nok wat kijo,6.1086875,20
Kelantan_002_005_001_113,kalu huje sebuk pasa huje ore tringak go tuh amra ubi kayu amra,4.8034375,13
Kelantan_002_005_001_114,allah sedaknyo ubi kayu cicoh nge nyo oloh sedaknyo,5.37775,9
Kelantan_002_005_001_116,pahtu go tuh amra pulut-pulut pulut supo jugok,3.24525,8
Kelantan_002_005_001_117,pulut dok pulut ike kerin pulut duriye tu musim duriye jah ado pulut ike kering nih,8.048,16
Kelantan_002_005_001_119,nok oyak nyo makene-makene klate nih mewoh-mewoh buke mewoh lah maknonyo banyok,5.5803125,12
Kelantan_002_005_001_120,nok oyak banyok dalam cito tok abih citonih sebuk go tuh terliur sebuk go tuh terliur,9.029125,16
Kelantan_002_005_001_122,hoo supo ore arituh amra nok oyak nyo,4.062125,8
Kelantan_002_005_001_123,kempune nyo nok make nasi dage nasi dage pahtu tape tape pulut kea oloh sedaknyo amra,10.2959375,16
Kelantan_002_005_001_124,pahtu tupat go tuh amra,2.2468125,5
Kelantan_002_005_001_125,tupat dakak aloh sedaknyo tupat dakak tupat tawa tupat dakak cicoh nge go tuh cicoh nisealoh,9.3779375,16
Kelantan_002_005_001_126,samba ike tok tahu tapi kalu ore lah ore rajin nge nise ore kato meme tiptop tupat tawa kea,10.271875,19
Kelantan_002_005_001_127,tawa-tawa pun manih jugok sero sikit-sikit,3.707,6
Kelantan_002_005_002_002,mmm gapo,0.97575,2
Kelantan_002_005_002_004,penoh make gapo,1.4685,3
Kelantan_002_005_002_005,nih colek malah,2.8821875,3
Kelantan_002_005_002_006,kuweh malah,1.002875,2
Kelantan_002_005_002_008,hoo mu rajin napok kea,2.6970625,5
Kelantan_002_005_002_010,jeput malah jolo jugok,3.0868125,4
Kelantan_002_005_002_011,jolo jugok kapung ore panggil kuweh malah dok pun panggil colek malah,6.0749375,12
Kelantan_002_005_002_013,supo la tuh tengok kea betuk dio supo jeput ni kea,3.6518125,11
Kelantan_002_005_002_015,gapo,1.1885625,1
Kelantan_002_005_002_016,kakung kalo kalo rajin bubuh,2.726875,5
Kelantan_002_005_002_018,kalo la kalo ore buwak rumoh la ore wat takat ore buh kakung,5.384625,13
Kelantan_002_005_002_020,beli,1.10225,1
Kelantan_002_005_002_022,hoo dio wak nge kace pade molek deh,2.7826875,8
Kelantan_002_005_002_024,sedaknyo wat nge air kopi pulok,2.70075,6
Kelantan_002_005_002_025,duk gere pulop pete-pete,2.396,4
Kelantan_002_005_002_027,bowoh pokok pauh,1.6353125,3
Kelantan_002_005_002_029,budok-budok main basika pete-pete naik sika,3.3871875,6
Kelantan_002_005_002_031,gapo,0.8673125,1
Kelantan_002_005_002_033,hoo wak nge ubi stelor tuh ko,2.186375,7
Kelantan_002_005_002_035,hoo ore rajin ore rajin,2.1669375,5
Kelantan_002_005_002_036,kak ore rajin aja buwak ore bbena nyo malah malah bbena tapi gak kak ore rajin dok pakso ore maghi la nulun aku nih wak kuweh cek mek,9.04675,28
Kelantan_002_005_002_037,buleh la panda la jugok sikit-sikit,2.0665625,6
Kelantan_002_005_002_039,tapi gak jenih malah lah jenih malah jadi ko payoh belako,4.197,11
Kelantan_002_005_002_041,nih huda lopat tike ore suko,2.5658125,6
